constructor_standings_id,race_id,constructor_id,points,position,wins
4882,405,17,0.0,13,0
4883,405,2,2.0,5,0
4884,405,33,0.0,12,0
4885,405,50,0.0,14,0
4886,405,47,0.0,15,0
4887,406,50,0.0,14,0
4888,406,49,0.0,12,0
4889,406,43,0.0,10,0
4890,406,20,6.0,5,0
4891,406,2,4.0,6,0
4892,406,48,0.0,11,0
4893,406,47,0.0,15,0
4894,406,26,1.0,8,0
4895,406,24,1.0,7,0
4896,406,33,0.0,9,0
4897,406,0,12.0,3,1
4898,406,17,0.0,13,0
4899,406,5,16.0,2,0
4900,406,31,25.0,1,2
4901,406,3,10.0,4,0
4902,407,17,0.0,15,0
4903,407,51,0.0,14,0
4904,407,47,0.0,12,0
4905,407,50,0.0,16,0
4906,407,33,0.0,9,0
4907,407,2,4.0,7,0
4908,407,49,0.0,13,0
4909,407,43,0.0,10,0
4910,407,48,0.0,11,0
4911,407,20,6.0,5,0
4912,407,26,5.0,6,0
4913,407,3,12.0,4,0
4914,407,31,29.0,1,2
4915,407,5,22.0,2,0
4916,407,0,21.0,3,2
4917,407,24,1.0,8,0
4918,408,43,0.0,10,0
4919,408,20,6.0,6,0
4920,408,48,0.0,11,0
4921,408,24,1.0,8,0
4922,408,26,5.0,7,0
4923,408,3,12.0,4,0
4924,408,0,25.0,3,2
4925,408,5,37.0,1,1
4926,408,50,0.0,16,0
4927,408,47,0.0,13,0
4928,408,51,0.0,14,0
4929,408,2,8.0,5,0
4930,408,31,31.0,2,2
4931,408,33,0.0,9,0
4932,408,17,0.0,15,0
4933,408,49,0.0,12,0
4934,409,24,4.0,8,0
4935,409,31,33.0,2,2
4936,409,51,0.0,14,0
4937,409,50,0.0,16,0
4938,409,2,17.0,4,1
4939,409,17,0.0,15,0
4940,409,3,12.0,5,0
4941,409,48,0.0,12,0
4942,409,20,6.0,6,0
4943,409,43,0.0,11,0
4944,409,49,0.0,10,0
4945,409,26,5.0,7,0
4946,409,5,47.0,1,1
4947,409,0,25.0,3,2
4948,409,33,1.0,9,0
4949,409,47,0.0,13,0
4950,410,5,50.0,1,1
4951,410,51,0.0,14,0
4952,410,50,0.0,16,0
4953,410,33,10.0,6,1
4954,410,17,0.0,15,0
4955,410,43,0.0,12,0
4956,410,20,6.0,7,0
4957,410,24,4.0,9,0
4958,410,48,0.0,11,0
4959,410,26,5.0,8,0
4960,410,47,0.0,13,0
4961,410,49,0.0,10,0
4962,410,2,23.0,4,1
4963,410,31,35.0,2,2
4964,410,0,29.0,3,2
4965,410,3,13.0,5,0
4966,411,0,38.0,2,3
4967,411,3,15.0,5,0
4968,411,50,0.0,16,0
4969,411,33,14.0,6,1
4970,411,2,23.0,4,1
4971,411,17,0.0,15,0
4972,411,49,0.0,10,0
4973,411,43,0.0,12,0
4974,411,47,0.0,13,0
4975,411,51,0.0,14,0
4976,411,48,0.0,11,0
4977,411,24,4.0,9,0
4978,411,26,9.0,7,0
4979,411,31,35.0,3,2
4980,411,5,56.0,1,1
4981,411,20,6.0,8,0
4982,412,50,0.0,16,0
4983,412,33,14.0,6,1
4984,412,2,24.0,4,1
4985,412,17,0.0,13,0
4986,412,49,0.0,10,0
4987,412,43,0.0,12,0
4988,412,24,4.0,9,0
4989,412,48,0.0,11,0
4990,412,26,13.0,7,0
4991,412,3,15.0,5,0
4992,412,31,35.0,3,2
4993,412,0,46.0,2,3
4994,412,20,9.0,8,0
4995,412,5,65.0,1,2
4996,412,51,0.0,15,0
4997,412,47,0.0,14,0
4998,413,43,0.0,11,0
4999,413,49,0.0,10,0
5000,413,51,0.0,15,0
5001,413,47,0.0,14,0
5002,413,50,0.0,16,0
5003,413,33,15.0,5,1
5004,413,17,0.0,13,0
5005,413,2,24.0,4,1
5006,413,5,72.0,1,2
5007,413,31,43.0,3,2
5008,413,3,15.0,6,0
5009,413,26,13.0,7,0
5010,413,24,4.0,9,0
5011,413,48,0.0,12,0
5012,413,20,9.0,8,0
5013,413,0,55.0,2,4
5014,414,17,0.0,13,0
5015,414,51,0.0,15,0
5016,414,47,0.0,14,0
5017,414,50,0.0,16,0
5018,414,33,15.0,5,1
5019,414,2,25.0,4,1
5020,414,49,0.0,10,0
5021,414,31,49.0,3,2
5022,414,20,9.0,8,0
5023,414,48,0.0,12,0
5024,414,24,4.0,9,0
5025,414,26,13.0,7,0
5026,414,3,15.0,6,0
5027,414,5,75.0,1,2
5028,414,0,70.0,2,5
5029,414,43,0.0,11,0
5030,415,0,79.0,1,6
5031,415,5,77.0,2,2
5032,415,31,54.0,3,2
5033,415,3,15.0,6,0
5034,415,49,0.0,10,0
5035,415,26,13.0,7,0
5036,415,20,9.0,8,0
5037,415,25,0.0,17,0
5038,415,48,0.0,12,0
5039,415,47,0.0,14,0
5040,415,50,0.0,16,0
5041,415,33,24.0,5,1
5042,415,51,0.0,15,0
5043,415,17,0.0,13,0
5044,415,43,0.0,11,0
5045,415,2,25.0,4,1
5046,415,24,4.0,9,0
5047,416,51,0.0,15,0
5048,416,25,0.0,17,0
5049,416,47,0.0,14,0
5050,416,50,0.0,16,0
5051,416,33,26.0,5,1
5052,416,2,34.0,4,1
5053,416,17,0.0,13,0
5054,416,49,0.0,10,0
5055,416,43,0.0,11,0
5056,416,20,9.0,8,0
5057,416,24,4.0,9,0
5058,416,26,13.0,7,0
5059,416,3,16.0,6,0
5060,416,31,63.0,3,3
5061,416,5,77.0,2,2
5062,416,0,83.0,1,6
5063,416,48,0.0,12,0
5064,417,43,0.0,11,0
5065,417,20,10.0,8,0
5066,417,0,86.0,1,6
5067,417,5,77.0,2,2
5068,417,31,71.0,3,3
5069,417,3,16.0,6,0
5070,417,26,13.0,7,0
5071,417,24,4.0,9,0
5072,417,48,0.0,12,0
5073,417,2,47.0,4,2
5074,417,50,0.0,16,0
5075,417,33,26.0,5,1
5076,417,49,0.0,10,0
5077,417,17,0.0,13,0
5078,417,51,0.0,15,0
5079,417,25,0.0,17,0
5080,417,47,0.0,14,0
5081,418,0,90.0,1,6
5082,418,25,0.0,17,0
5083,418,51,0.0,15,0
5084,418,47,0.0,14,0
5085,418,50,0.0,16,0
5086,418,2,62.0,4,3
5087,418,17,0.0,13,0
5088,418,33,26.0,5,1
5089,418,43,0.0,11,0
5090,418,20,13.0,7,0
5091,418,48,0.0,12,0
5092,418,24,4.0,9,0
5093,418,26,13.0,8,0
5094,418,3,16.0,6,0
5095,418,31,71.0,3,3
5096,418,5,80.0,2,2
5097,418,49,0.0,10,0
5098,419,33,26.0,5,1
5099,419,25,0.0,17,0
5100,419,51,0.0,15,0
5101,419,47,0.0,14,0
5102,419,50,0.0,16,0
5103,419,2,71.0,3,4
5104,419,17,0.0,11,0
5105,419,43,0.0,10,0
5106,419,20,14.0,8,0
5107,419,48,0.0,13,0
5108,419,24,7.0,9,0
5109,419,26,23.0,6,0
5110,419,3,16.0,7,0
5111,419,31,71.0,4,3
5112,419,5,82.0,2,2
5113,419,0,90.0,1,6
5114,419,49,0.0,12,0
5115,420,33,0.0,6,0
5116,420,17,0.0,13,0
5117,420,47,0.0,12,0
5118,420,25,0.0,11,0
5119,420,43,0.0,10,0
5120,420,0,0.0,9,0
5121,420,24,2.0,4,0
5122,420,20,0.0,7,0
5123,420,21,1.0,5,0
5124,420,26,7.0,2,0
5125,420,31,6.0,3,0
5126,420,2,9.0,1,1
5127,420,5,0.0,8,0
5128,421,25,0.0,9,0
5129,421,43,0.0,11,0
5130,421,17,0.0,13,0
5131,421,47,0.0,12,0
5132,421,0,7.0,4,0
5133,421,26,7.0,3,0
5134,421,20,0.0,7,0
5135,421,33,0.0,8,0
5136,421,21,4.0,5,0
5137,421,24,2.0,6,0
5138,421,5,0.0,10,0
5139,421,2,15.0,2,1
5140,421,31,15.0,1,1
5141,422,25,0.0,10,0
5142,422,43,0.0,11,0
5143,422,0,18.0,2,1
5144,422,5,3.0,6,0
5145,422,47,0.0,12,0
5146,422,33,1.0,8,0
5147,422,20,0.0,9,0
5148,422,2,21.0,1,1
5149,422,31,15.0,3,1
5150,422,17,0.0,13,0
5151,422,24,2.0,7,0
5152,422,21,8.0,4,0
5153,422,26,7.0,5,0
5154,423,2,24.0,2,1
5155,423,31,19.0,3,1
5156,423,26,10.0,4,0
5157,423,24,2.0,7,0
5158,423,17,0.0,13,0
5159,423,21,8.0,5,0
5160,423,33,1.0,8,0
5161,423,20,0.0,9,0
5162,423,5,3.0,6,0
5163,423,0,33.0,1,2
5164,423,43,0.0,12,0
5165,423,25,0.0,10,0
5166,423,47,0.0,11,0
5167,424,26,12.0,4,0
5168,424,31,25.0,3,1
5169,424,24,2.0,7,0
5170,424,21,8.0,6,0
5171,424,33,1.0,8,0
5172,424,20,0.0,9,0
5173,424,5,10.0,5,0
5174,424,43,0.0,12,0
5175,424,25,0.0,10,0
5176,424,47,0.0,11,0
5177,424,17,0.0,13,0
5178,424,2,33.0,2,2
5179,424,0,34.0,1,2
5180,425,24,2.0,7,0
5181,425,31,27.0,3,1
5182,425,2,46.0,1,3
5183,425,17,0.0,13,0
5184,425,47,0.0,11,0
5185,425,25,0.0,10,0
5186,425,43,0.0,12,0
5187,425,33,1.0,8,0
5188,425,5,10.0,5,0
5189,425,20,0.0,9,0
5190,425,21,8.0,6,0
5191,425,0,43.0,2,2
5192,425,26,13.0,4,0
5193,426,2,48.0,1,3
5194,426,0,47.0,2,2
5195,426,43,0.0,12,0
5196,426,20,0.0,9,0
5197,426,26,19.0,4,0
5198,426,31,36.0,3,2
5199,426,33,2.0,8,0
5200,426,24,2.0,7,0
5201,426,17,0.0,13,0
5202,426,21,8.0,6,0
5203,426,25,0.0,10,0
5204,426,5,13.0,5,0
5205,426,47,0.0,11,0
5206,427,2,61.0,1,4
5207,427,31,36.0,3,2
5208,427,26,22.0,4,0
5209,427,24,2.0,7,0
5210,427,33,2.0,8,0
5211,427,20,0.0,9,0
5212,427,5,13.0,5,0
5213,427,0,56.0,2,2
5214,427,43,0.0,12,0
5215,427,25,0.0,10,0
5216,427,47,0.0,11,0
5217,427,17,0.0,13,0
5218,427,21,8.0,6,0
5219,428,43,0.0,12,0
5220,428,5,13.0,5,0
5221,428,2,76.0,1,5
5222,428,31,36.0,3,2
5223,428,26,25.0,4,0
5224,428,24,5.0,7,0
5225,428,21,8.0,6,0
5226,428,33,2.0,8,0
5227,428,20,0.0,9,0
5228,428,0,60.0,2,2
5229,428,17,0.0,13,0
5230,428,25,0.0,11,0
5231,428,47,0.0,10,0
5232,429,47,0.0,11,0
5233,429,17,0.0,13,0
5234,429,2,89.0,1,6
5235,429,25,0.0,10,0
5236,429,31,42.0,3,2
5237,429,43,0.0,12,0
5238,429,21,8.0,6,0
5239,429,5,13.0,5,0
5240,429,20,0.0,9,0
5241,429,33,2.0,8,0
5242,429,24,5.0,7,0
5243,429,26,28.0,4,0
5244,429,0,63.0,2,2
5245,430,43,0.0,12,0
5246,430,17,0.0,13,0
5247,430,47,0.0,11,0
5248,430,25,0.0,10,0
5249,430,0,63.0,2,2
5250,430,31,50.0,3,2
5251,430,20,0.0,9,0
5252,430,33,2.0,8,0
5253,430,21,8.0,6,0
5254,430,24,6.0,7,0
5255,430,26,28.0,4,0
5256,430,2,102.0,1,7
5257,430,5,16.0,5,0
5258,431,25,5.0,8,0
5259,431,43,0.0,12,0
5260,431,0,72.0,2,3
5261,431,5,26.0,5,0
5262,431,21,8.0,6,0
5263,431,33,2.0,9,0
5264,431,24,6.0,7,0
5265,431,26,28.0,4,0
5266,431,31,50.0,3,2
5267,431,2,102.0,1,7
5268,431,20,1.0,10,0
5269,431,17,0.0,13,0
5270,431,47,0.0,11,0
5271,432,24,6.0,8,0
5272,432,21,10.0,6,0
5273,432,38,0.0,14,0
5274,432,17,0.0,13,0
5275,432,47,0.0,11,0
5276,432,25,6.0,7,0
5277,432,43,0.0,12,0
5278,432,0,75.0,2,3
5279,432,20,1.0,10,0
5280,432,33,2.0,9,0
5281,432,2,117.0,1,8
5282,432,31,50.0,3,2
5283,432,5,30.0,4,0
5284,432,26,28.0,5,0
5285,433,17,0.0,13,0
5286,433,47,0.0,11,0
5287,433,25,6.0,7,0
5288,433,0,81.0,2,3
5289,433,5,33.0,4,0
5290,433,38,0.0,14,0
5291,433,33,2.0,9,0
5292,433,20,1.0,10,0
5293,433,2,130.0,1,9
5294,433,31,53.0,3,2
5295,433,43,0.0,12,0
5296,433,24,6.0,8,0
5297,433,21,10.0,6,0
5298,433,26,28.0,5,0
5299,434,38,0.0,14,0
5300,434,17,0.0,12,0
5301,434,47,0.0,11,0
5302,434,25,6.0,7,0
5303,434,43,0.0,13,0
5304,434,0,87.0,2,3
5305,434,5,33.0,4,0
5306,434,21,19.0,6,1
5307,434,24,6.0,8,0
5308,434,26,29.0,5,0
5309,434,31,57.0,3,2
5310,434,2,135.0,1,9
5311,434,20,1.0,10,0
5312,434,33,2.0,9,0
5313,435,38,0.0,14,0
5314,435,17,0.0,12,0
5315,435,2,141.0,1,9
5316,435,47,0.0,11,0
5317,435,25,6.0,8,0
5318,435,43,0.0,13,0
5319,435,5,37.0,4,0
5320,435,20,1.0,10,0
5321,435,0,96.0,2,4
5322,435,21,19.0,6,1
5323,435,24,11.0,7,0
5324,435,26,29.0,5,0
5325,435,31,58.0,3,2
5326,435,33,2.0,9,0
5327,436,20,0.0,9,0
5328,436,36,0.0,13,0
5329,436,17,0.0,12,0
5330,436,43,0.0,11,0
5331,436,33,0.0,10,0
5332,436,24,0.0,7,0
5333,436,38,0.0,8,0
5334,436,47,0.0,6,0
5335,436,31,0.0,5,0
5336,436,21,2.0,4,0
5337,436,5,3.0,3,0
5338,436,2,7.0,2,0
5339,436,0,13.0,1,1
5340,437,26,0.0,15,0
5341,437,32,0.0,9,0
5342,437,36,0.0,14,0
5343,437,17,0.0,13,0
5344,437,43,0.0,12,0
5345,437,33,0.0,8,0
5346,437,20,0.0,10,0
5347,437,38,0.0,11,0
5348,437,24,0.0,7,0
5349,437,47,2.0,5,0
5350,437,31,7.0,3,0
5351,437,21,2.0,6,0
5352,437,5,7.0,4,0
5353,437,2,16.0,1,1
5354,437,0,16.0,2,1
5355,438,26,1.0,9,0
5356,438,32,0.0,11,0
5357,438,36,0.0,14,0
5358,438,17,0.0,15,0
5359,438,43,0.0,13,0
5360,438,33,4.0,5,0
5361,438,20,3.0,6,0
5362,438,47,2.0,7,0
5363,438,24,0.0,10,0
5364,438,31,9.0,3,0
5365,438,21,2.0,8,0
5366,438,5,7.0,4,0
5367,438,2,16.0,2,1
5368,438,0,31.0,1,2
5369,438,38,0.0,12,0
5370,439,26,1.0,10,0
5371,439,32,0.0,12,0
5372,439,36,1.0,11,0
5373,439,17,0.0,15,0
5374,439,43,0.0,14,0
5375,439,33,4.0,5,0
5376,439,20,3.0,6,0
5377,439,47,2.0,7,0
5378,439,24,2.0,8,0
5379,439,31,18.0,3,1
5380,439,21,2.0,9,0
5381,439,5,14.0,4,0
5382,439,2,22.0,2,1
5383,439,0,31.0,1,2
5384,439,38,0.0,13,0
5385,440,43,0.0,14,0
5386,440,33,4.0,5,0
5387,440,17,0.0,15,0
5388,440,24,2.0,8,0
5389,440,32,0.0,12,0
5390,440,26,1.0,10,0
5391,440,36,1.0,11,0
5392,440,20,4.0,6,0
5393,440,31,27.0,3,2
5394,440,47,2.0,7,0
5395,440,38,0.0,13,0
5396,440,21,2.0,9,0
5397,440,5,17.0,4,0
5398,440,2,30.0,2,1
5399,440,0,35.0,1,2
5400,441,26,1.0,10,0
5401,441,32,0.0,12,0
5402,441,36,1.0,11,0
5403,441,17,0.0,15,0
5404,441,43,0.0,14,0
5405,441,33,4.0,5,0
5406,441,20,4.0,6,0
5407,441,38,0.0,13,0
5408,441,24,3.0,8,0
5409,441,47,2.0,9,0
5410,441,31,30.0,3,2
5411,441,21,4.0,7,0
5412,441,5,17.0,4,0
5413,441,2,45.0,1,2
5414,441,0,39.0,2,2
5415,442,32,0.0,12,0
5416,442,36,1.0,11,0
5417,442,17,0.0,15,0
5418,442,43,0.0,14,0
5419,442,26,1.0,10,0
5420,442,33,4.0,7,0
5421,442,20,6.0,5,0
5422,442,31,37.0,3,2
5423,442,24,3.0,8,0
5424,442,47,2.0,9,0
5425,442,21,5.0,6,0
5426,442,5,17.0,4,0
5427,442,2,60.0,1,3
5428,442,0,39.0,2,2
5429,442,38,0.0,13,0
5430,443,32,1.0,11,0
5431,443,36,1.0,12,0
5432,443,17,0.0,15,0
5433,443,43,0.0,14,0
5434,443,33,4.0,8,0
5435,443,20,6.0,6,0
5436,443,38,0.0,13,0
5437,443,31,41.0,3,2
5438,443,47,2.0,9,0
5439,443,21,5.0,7,0
5440,443,5,17.0,4,0
5441,443,2,69.0,1,4
5442,443,0,45.0,2,2
5443,443,26,1.0,10,0
5444,443,24,8.0,5,0
5445,444,2,78.0,1,5
5446,444,5,17.0,4,0
5447,444,0,49.0,2,2
5448,444,21,8.0,6,0
5449,444,31,47.0,3,2
5450,444,47,2.0,9,0
5451,444,26,1.0,10,0
5452,444,36,1.0,12,0
5453,444,17,0.0,14,0
5454,444,43,0.0,15,0
5455,444,32,1.0,11,0
5456,444,20,7.0,7,0
5457,444,38,0.0,13,0
5458,444,24,8.0,5,0
5459,444,33,6.0,8,0
5460,445,20,7.0,7,0
5461,445,26,1.0,10,0
5462,445,36,1.0,12,0
5463,445,17,0.0,14,0
5464,445,43,0.0,15,0
5465,445,33,6.0,8,0
5466,445,38,0.0,13,0
5467,445,32,1.0,11,0
5468,445,47,2.0,9,0
5469,445,31,49.0,3,2
5470,445,21,15.0,5,0
5471,445,5,17.0,4,0
5472,445,2,93.0,1,6
5473,445,0,50.0,2,2
5474,445,24,8.0,6,0
5475,446,41,0.0,16,0
5476,446,26,1.0,10,0
5477,446,32,1.0,11,0
5478,446,36,1.0,12,0
5479,446,17,0.0,14,0
5480,446,43,0.0,15,0
5481,446,33,6.0,8,0
5482,446,20,7.0,7,0
5483,446,38,0.0,13,0
5484,446,47,2.0,9,0
5485,446,31,55.0,2,2
5486,446,21,17.0,5,0
5487,446,5,20.0,4,0
5488,446,2,106.0,1,7
5489,446,0,51.0,3,2
5490,446,24,8.0,6,0
5491,447,33,6.0,8,0
5492,447,41,0.0,16,0
5493,447,32,1.0,11,0
5494,447,36,1.0,12,0
5495,447,17,0.0,14,0
5496,447,43,0.0,15,0
5497,447,20,8.0,7,0
5498,447,26,1.0,10,0
5499,447,24,8.0,6,0
5500,447,0,62.0,2,3
5501,447,2,110.0,1,7
5502,447,5,26.0,4,0
5503,447,38,0.0,13,0
5504,447,31,55.0,3,2
5505,447,47,2.0,9,0
5506,447,21,20.0,5,0
5507,448,41,0.0,16,0
5508,448,26,1.0,11,0
5509,448,32,2.0,10,0
5510,448,36,1.0,12,0
5511,448,17,0.0,14,0
5512,448,33,6.0,8,0
5513,448,20,8.0,7,0
5514,448,43,0.0,15,0
5515,448,24,8.0,6,0
5516,448,47,2.0,9,0
5517,448,31,57.0,3,2
5518,448,21,20.0,5,0
5519,448,5,26.0,4,0
5520,448,2,122.0,1,8
5521,448,0,72.0,2,3
5522,448,38,0.0,13,0
5523,449,41,0.0,16,0
5524,449,26,1.0,11,0
5525,449,32,3.0,9,0
5526,449,36,1.0,12,0
5527,449,17,0.0,14,0
5528,449,43,0.0,15,0
5529,449,33,10.0,7,0
5530,449,20,11.0,6,0
5531,449,38,0.0,13,0
5532,449,47,2.0,10,0
5533,449,31,57.0,3,2
5534,449,21,22.0,5,0
5535,449,5,26.0,4,0
5536,449,2,137.0,1,9
5537,449,0,72.0,2,3
5538,449,24,8.0,8,0
5539,450,41,0.0,16,0
5540,450,26,1.0,11,0
5541,450,32,3.0,9,0
5542,450,36,1.0,12,0
5543,450,17,0.0,14,0
5544,450,43,0.0,15,0
5545,450,33,10.0,7,0
5546,450,20,11.0,6,0
5547,450,38,0.0,13,0
5548,450,47,2.0,10,0
5549,450,31,64.0,3,2
5550,450,21,24.0,5,0
5551,450,5,38.0,4,1
5552,450,2,137.0,1,9
5553,450,0,76.0,2,3
5554,450,24,8.0,8,0
5555,451,43,0.0,15,0
5556,451,41,0.0,16,0
5557,451,26,1.0,11,0
5558,451,32,3.0,9,0
5559,451,36,1.0,13,0
5560,451,17,0.0,14,0
5561,451,33,10.0,8,0
5562,451,20,11.0,7,0
5563,451,24,11.0,6,0
5564,451,47,2.0,10,0
5565,451,31,64.0,3,2
5566,451,21,28.0,5,0
5567,451,5,53.0,4,2
5568,451,2,137.0,1,9
5569,451,0,76.0,2,3
5570,451,38,1.0,12,0
5571,452,47,0.0,16,0
5572,452,34,0.0,18,0
5573,452,43,0.0,17,0
5574,452,36,0.0,15,0
5575,452,2,0.0,14,0
5576,452,42,0.0,13,0
5577,452,38,0.0,12,0
5578,452,41,0.0,11,0
5579,452,32,0.0,10,0
5580,452,0,9.0,1,1
5581,452,24,0.0,8,0
5582,452,46,0.0,7,0
5583,452,26,0.0,6,0
5584,452,21,0.0,5,0
5585,452,20,3.0,4,0
5586,452,31,5.0,3,0
5587,452,5,8.0,2,0
5588,452,17,0.0,9,0
5589,453,38,0.0,7,0
5590,453,42,0.0,15,0
5591,453,2,0.0,10,0
5592,453,41,0.0,14,0
5593,453,47,0.0,17,0
5594,453,43,0.0,18,0
5595,453,34,0.0,16,0
5596,453,36,0.0,12,0
5597,453,32,0.0,9,0
5598,453,0,24.0,1,2
5599,453,24,0.0,11,0
5600,453,46,0.0,13,0
5601,453,26,0.0,6,0
5602,453,21,4.0,4,0
5603,453,20,3.0,5,0
5604,453,31,9.0,3,0
5605,453,5,10.0,2,0
5606,453,17,0.0,8,0
5607,454,38,0.0,12,0
5608,454,42,0.0,17,0
5609,454,36,0.0,11,0
5610,454,2,1.0,7,0
5611,454,43,0.0,10,0
5612,454,34,0.0,18,0
5613,454,41,0.0,15,0
5614,454,47,0.0,16,0
5615,454,32,0.0,8,0
5616,454,17,0.0,13,0
5617,454,24,2.0,6,0
5618,454,46,0.0,14,0
5619,454,26,0.0,9,0
5620,454,21,4.0,5,0
5621,454,20,6.0,4,0
5622,454,31,9.0,3,0
5623,454,5,20.0,2,0
5624,454,0,33.0,1,3
5625,455,43,0.0,10,0
5626,455,47,0.0,16,0
5627,455,36,0.0,12,0
5628,455,2,1.0,7,0
5629,455,42,0.0,14,0
5630,455,38,0.0,11,0
5631,455,41,0.0,15,0
5632,455,32,0.0,8,0
5633,455,34,0.0,18,0
5634,455,24,2.0,6,0
5635,455,46,0.0,17,0
5636,455,26,0.0,9,0
5637,455,21,4.0,5,0
5638,455,20,9.0,4,0
5639,455,31,9.0,3,0
5640,455,5,27.0,2,0
5641,455,0,48.0,1,4
5642,455,17,0.0,13,0
5643,456,41,0.0,10,0
5644,456,38,0.0,14,0
5645,456,42,0.0,16,0
5646,456,34,0.0,18,0
5647,456,36,2.0,7,0
5648,456,47,0.0,17,0
5649,456,43,0.0,13,0
5650,456,2,1.0,8,0
5651,456,32,0.0,9,0
5652,456,24,3.0,6,0
5653,456,46,0.0,12,0
5654,456,26,0.0,11,0
5655,456,21,8.0,5,0
5656,456,20,9.0,4,0
5657,456,31,12.0,3,0
5658,456,5,27.0,2,0
5659,456,0,63.0,1,5
5660,456,17,0.0,15,0
5661,457,32,0.0,11,0
5662,457,47,0.0,18,0
5663,457,36,2.0,8,0
5664,457,42,0.0,17,0
5665,457,38,0.0,16,0
5666,457,41,0.0,12,0
5667,457,17,1.0,9,0
5668,457,43,0.0,15,0
5669,457,46,3.0,7,0
5670,457,26,0.0,14,0
5671,457,21,12.0,3,0
5672,457,20,9.0,5,0
5673,457,31,12.0,4,0
5674,457,5,27.0,2,0
5675,457,0,78.0,1,6
5676,457,24,5.0,6,0
5677,457,34,0.0,13,0
5678,457,2,1.0,10,0
5679,458,47,0.0,18,0
5680,458,34,0.0,12,0
5681,458,43,0.0,15,0
5682,458,36,2.0,8,0
5683,458,2,1.0,10,0
5684,458,42,0.0,17,0
5685,458,38,0.0,16,0
5686,458,32,0.0,11,0
5687,458,17,1.0,9,0
5688,458,41,0.0,13,0
5689,458,46,3.0,7,0
5690,458,26,0.0,14,0
5691,458,21,13.0,4,0
5692,458,20,9.0,5,0
5693,458,31,14.0,3,0
5694,458,5,34.0,2,0
5695,458,0,93.0,1,7
5696,458,24,5.0,6,0
5697,459,41,0.0,13,0
5698,459,47,0.0,18,0
5699,459,2,7.0,6,0
5700,459,42,0.0,17,0
5701,459,38,0.0,16,0
5702,459,32,0.0,11,0
5703,459,36,5.0,7,0
5704,459,24,5.0,8,0
5705,459,46,3.0,9,0
5706,459,26,0.0,14,0
5707,459,21,17.0,3,0
5708,459,20,10.0,5,0
5709,459,31,16.0,4,0
5710,459,43,0.0,15,0
5711,459,17,1.0,10,0
5712,459,34,0.0,12,0
5713,459,0,102.0,1,8
5714,459,5,34.0,2,0
5715,460,0,117.0,1,9
5716,460,34,0.0,12,0
5717,460,43,0.0,15,0
5718,460,47,0.0,18,0
5719,460,36,7.0,7,0
5720,460,2,7.0,6,0
5721,460,42,0.0,17,0
5722,460,38,0.0,16,0
5723,460,41,0.0,13,0
5724,460,17,1.0,10,0
5725,460,24,5.0,8,0
5726,460,46,3.0,9,0
5727,460,26,0.0,14,0
5728,460,21,18.0,3,0
5729,460,20,10.0,5,0
5730,460,31,16.0,4,0
5731,460,5,41.0,2,0
5732,460,32,0.0,11,0
5733,461,34,0.0,12,0
5734,461,0,132.0,1,10
5735,461,43,0.0,15,0
5736,461,47,0.0,18,0
5737,461,36,9.0,6,0
5738,461,2,8.0,7,0
5739,461,38,0.0,16,0
5740,461,41,0.0,13,0
5741,461,32,0.0,11,0
5742,461,42,0.0,17,0
5743,461,24,5.0,8,0
5744,461,46,3.0,9,0
5745,461,26,0.0,14,0
5746,461,21,22.0,3,0
5747,461,20,10.0,5,0
5748,461,31,16.0,4,0
5749,461,5,44.0,2,0
5750,461,17,1.0,10,0
5751,462,41,0.0,13,0
5752,462,34,0.0,12,0
5753,462,43,0.0,15,0
5754,462,47,0.0,18,0
5755,462,36,13.0,5,0
5756,462,2,8.0,7,0
5757,462,38,0.0,16,0
5758,462,32,0.0,11,0
5759,462,42,0.0,17,0
5760,462,24,5.0,8,0
5761,462,31,19.0,4,0
5762,462,20,13.0,6,0
5763,462,21,22.0,3,0
5764,462,5,44.0,2,0
5765,462,17,1.0,10,0
5766,462,26,0.0,14,0
5767,462,46,3.0,9,0
5768,462,0,147.0,1,11
5769,463,41,0.0,13,0
5770,463,34,0.0,12,0
5771,463,43,0.0,15,0
5772,463,47,0.0,18,0
5773,463,36,15.0,6,0
5774,463,2,8.0,7,0
5775,463,42,0.0,17,0
5776,463,38,0.0,16,0
5777,463,32,0.0,11,0
5778,463,17,1.0,10,0
5779,463,24,5.0,8,0
5780,463,46,3.0,9,0
5781,463,26,0.0,14,0
5782,463,21,23.0,3,0
5783,463,20,20.0,4,0
5784,463,31,19.0,5,0
5785,463,5,59.0,2,1
5786,463,0,147.0,1,11
5787,464,43,0.0,16,0
5788,464,47,0.0,18,0
5789,464,36,21.0,5,0
5790,464,2,8.0,7,0
5791,464,42,0.0,17,0
5792,464,38,0.0,15,0
5793,464,41,0.0,13,0
5794,464,32,0.0,11,0
5795,464,34,0.0,12,0
5796,464,24,5.0,8,0
5797,464,0,157.0,1,12
5798,464,5,61.0,2,1
5799,464,31,19.0,6,0
5800,464,17,1.0,10,0
5801,464,21,27.0,3,0
5802,464,26,0.0,14,0
5803,464,46,3.0,9,0
5804,464,20,23.0,4,0
5805,465,41,0.0,13,0
5806,465,43,0.0,16,0
5807,465,47,0.0,18,0
5808,465,36,21.0,5,0
5809,465,2,16.0,7,0
5810,465,42,0.0,17,0
5811,465,38,0.0,15,0
5812,465,32,0.0,11,0
